"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
eukanuba-adulto-raza-pequena-x-3-kg;"Eukanuba Adulto Raza Pequeña x 3 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Eukanuba";Presentación;"3 kg";Etapa;Adulto;Razas;Pequeña;28,700.00;;3.00;0.00;0.00;0.00;0;00792;;SI;NO;"<h3><strong>DESCRIPCION</strong>:</h3>

<p>Alimento balanceado seco</p>

<p>Para perros adultos de razas peque&ntilde;as.</p>

<p><strong>Caracteristicas:</strong>&nbsp;Eukanuba Adulto Small Breed es un alimento balanceado completo para perros adultos mayores a 12 meses de edad y de razas peque&ntilde;as como Caniche, Yorkshire Terrier, Chihuahua, Daschund, Maltes y otras razas o perros mestizos que pesan menos de 10 kg. Las f&oacute;rmulas para adulto de EUKANUBA aseguran un nivel de glucosa en sangre adecuado y sostenido en el tiempo, y una digesti&oacute;n m&aacute;s prolongada gracias al balance especial entre diferentes tipos de granos.</p>

<p><strong>Ingredientes:&nbsp;</strong>Harina de subproductos de pollo, trigo integral molido, grasa de pollo, harina de ma&iacute;z, sorgo integral molido, arroz de cervecer&iacute;a, cebada integral molida, harina de pescado (fuente de aceite de pescado), pulpa de remolacha seca, sabor natural a cerdo y/o pollo, producto de huevo seco, semillas de lino molidas, hexametafosfato de sodio, sal, vitaminas (suplemento de vitamina E, &aacute;cido asc&oacute;rbico, beta caroteno, acetato de vitamina A, pantotenato de calcio, biotina, suplemento de vitamina B12, mononitrato de tiamina (fuente de vitamina B1), niacina, suplemento de riboflavina (fuente de vitamina B2), inositol, hidrocloruro de piridoxina (fuente de vitamina B6), suplemento de vitamina D3, &aacute;cido f&oacute;lico), cloruro de potasio, minerales (sulfato ferroso, &oacute;xido de zinc, sulfato de manganeso, sulfato de cobre, &oacute;xido manganoso, iodato de calcio, carbonato de cobalto), cloruro de colina, antioxidante (BHA y BHT), fructooligosac&aacute;ridos, DL-metionina.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";Eukanuba;SI;;;;
complete-gato-adulto-x-1-5-kg;"Complete Gato Adulto x 1.5 kg.";"Gatos > Alimentos balanceados, Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Complete";Etapa;Adulto;Presentación;"1.5 kg";;;10,600.00;;1.50;0.00;0.00;0.00;0;00262;;SI;NO;"<p>Indicado para gatos adultos de 12 meses a 7 a&ntilde;os</p>

<p><strong>Vitalcan Complete&nbsp;</strong>es ideal para gatos adultos de 12 meses a 7 a&ntilde;os porque les proporciona:</p>

<ul>
	<li>&nbsp;
	<ul style=""list-style-type:circle;"">
		<li>Protecci&oacute;n sistema digestivo<br />
		Con ingredientes naturales como los prebi&oacute;ticos que mejoran la microbiota intestinal logrando una mejor digestibilidad y absorci&oacute;n de los nutrientes</li>
		<li>Piel Saludable &ndash; Pelaje brillante<br />
		El aceite de pollo, fuente de omega 6, brinda humectaci&oacute;n a la piel y brillo al pelaje.</li>
		<li>Urinary tract Health Formulado con un mix de ingredientes que permite lograr un pH urinario ideal y as&iacute; ayudar a evitar la formaci&oacute;n de cristales y/o c&aacute;lculos<br />
		urinarios.</li>
		<li>Con Hairball Control</li>
	</ul>
	</li>
</ul>
";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para gatos al mejor precio";"Vital Can Complete";SI;;;;
complete-cachorro-raza-pequena-x-20-kg;"Complete Cachorro Raza Pequeña x 20 kg.";"Perros > Alimentos balanceados, Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Complete";Presentación;"20 kg";Etapa;Cachorro;Razas;Pequeña;65,700.00;;20.00;0.00;0.00;0.00;0;00255;;SI;NO;"<h3><span style=""font-size: 15px; font-weight: 400;"">PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS</span></h3>
<h3><strong>DESCRIPCION</strong>:</h3>
<p>Alimento balanceado seco</p>
<p>Para perros cachorros de razas peque&ntilde;as.</p>
<p><strong>Caracteristicas:&nbsp;</strong>Crecimiento saludable para descubrir el mundo.&nbsp;<strong style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-variant: inherit; font-stretch: inherit; font-size: inherit; line-height: inherit; font-family: inherit; vertical-align: baseline;"">Contribuye con el sano desarrollo cerebral, fortalece las defensas y favorece el &oacute;ptimo crecimiento.</strong></p>
<p><strong>Ingredientes:&nbsp;</strong>Ma&iacute;z, harina de carne, harina de v&iacute;sceras de pollo, arroz, harina de soja micronizada, aceite de pollo, grasa bovina, harina de germen de ma&iacute;z, aceite de pescado, gluten de ma&iacute;z, pulpa de remolacha, hidrolizado de v&iacute;sceras de pollo, trigo, alb&uacute;mina de huevo, levadura de cerveza, lisina, metionina, sal, zeolita, fructooligosac&aacute;ridos (FOS), manano-oligo- sac&aacute;ridos (MOS), nucle&oacute;tidos, extracto de Yucca schidigera, cloruro de potasio, sorbato de potasio, BHA, BHT, lecitina, tocoferoles, extracto de romero. Vitaminas: A, D3, E, colina, C, &aacute;cido nicot&iacute;nico, &aacute;cido pantot&eacute;nico, B2, B1, B6, K3, &aacute;cido f&oacute;lico, biotina, B12. Minerales: zinc, hierro, cobre, manganeso, yodo y selenio.</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>";;;;"Vital Can Complete";SI;;;;
complete-cachorro-raza-pequena-x-3-kg;"Complete Cachorro Raza Pequeña x 3 kg.";"Perros > Alimentos balanceados, Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Complete";Presentación;"3 kg";Etapa;Cachorro;Razas;Pequeña;13,000.00;;3.00;0.00;0.00;0.00;0;00256;;SI;NO;"<h3><strong>DESCRIPCION</strong>:</h3>

<p>Alimento balanceado seco</p>

<p>Para perros cachorros de razas peque&ntilde;as.</p>

<p><strong>Caracteristicas:&nbsp;</strong>Crecimiento saludable para descubrir el mundo.&nbsp;<strong style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-variant: inherit; font-stretch: inherit; font-size: inherit; line-height: inherit; font-family: inherit; vertical-align: baseline;"">Contribuye con el sano desarrollo cerebral, fortalece las defensas y favorece el &oacute;ptimo crecimiento.</strong></p>

<p><strong>Ingredientes:&nbsp;</strong>Ma&iacute;z, harina de carne, harina de v&iacute;sceras de pollo, arroz, harina de soja micronizada, aceite de pollo, grasa bovina, harina de germen de ma&iacute;z, aceite de pescado, gluten de ma&iacute;z, pulpa de remolacha, hidrolizado de v&iacute;sceras de pollo, trigo, alb&uacute;mina de huevo, levadura de cerveza, lisina, metionina, sal, zeolita, fructooligosac&aacute;ridos (FOS), manano-oligo- sac&aacute;ridos (MOS), nucle&oacute;tidos, extracto de Yucca schidigera, cloruro de potasio, sorbato de potasio, BHA, BHT, lecitina, tocoferoles, extracto de romero. Vitaminas: A, D3, E, colina, C, &aacute;cido nicot&iacute;nico, &aacute;cido pantot&eacute;nico, B2, B1, B6, K3, &aacute;cido f&oacute;lico, biotina, B12. Minerales: zinc, hierro, cobre, manganeso, yodo y selenio.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";;;;"Vital Can Complete";SI;;;;
complete-cachorro-raza-mediana-y-grande-x-3-kg;"Complete Cachorro Raza Mediana y Grande x 3 kg.";"Perros > Alimentos balanceados, Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Complete";Presentación;"3 kg";Etapa;Cachorro;Razas;Mediana;12,200.00;;3.00;0.00;0.00;0.00;0;00254;;SI;NO;"<h3><strong>DESCRIPCION</strong>:</h3>

<p>Alimento balanceado seco</p>

<p>Para perros cachorros de razas medianas y grandes.</p>

<p><strong>Caracteristicas:&nbsp;</strong>Crecimiento saludable para descubrir el mundo.&nbsp;<strong style=""box-sizing: border-box; margin: 0px; padding: 0px; border: 0px; font-style: inherit; font-variant: inherit; font-stretch: inherit; font-size: inherit; line-height: inherit; font-family: inherit; vertical-align: baseline;"">Contribuye con el sano desarrollo cerebral, fortalece las defensas y favorece el &oacute;ptimo crecimiento.</strong></p>

<p><strong>Ingredientes:&nbsp;</strong>Ma&iacute;z, harina de carne, harina de v&iacute;sceras de pollo, arroz, harina de soja micronizada, aceite de pollo, grasa bovina, harina de germen de ma&iacute;z, aceite de pescado, gluten de ma&iacute;z, pulpa de remolacha, hidrolizado de v&iacute;sceras de pollo, trigo, alb&uacute;mina de huevo, levadura de cerveza, lisina, metionina, sal, zeolita, fructooligosac&aacute;ridos (FOS), manano-oligo- sac&aacute;ridos (MOS), nucle&oacute;tidos, extracto de Yucca schidigera, cloruro de potasio, sorbato de potasio, BHA, BHT, lecitina, tocoferoles, extracto de romero. Vitaminas: A, D3, E, colina, C, &aacute;cido nicot&iacute;nico, &aacute;cido pantot&eacute;nico, B2, B1, B6, K3, &aacute;cido f&oacute;lico, biotina, B12. Minerales: zinc, hierro, cobre, manganeso, yodo y selenio.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";"perro, raza grande, raza mediana";;;"Vital Can Complete";SI;;;;
complete-cachorro-raza-mediana-y-grande-x-3-kg;;;Presentación;"3 kg";Etapa;Cachorro;Razas;Grande;12,200.00;;3.00;0.00;0.00;0.00;0;00254;;;;;;;;;;;;;
complete-adulto-raza-pequena-x-20-kg;"Complete Adulto Raza Pequeña x 20 kg.";"Perros > Alimentos balanceados, Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Complete";Presentación;"20 kg";Etapa;Adulto;Razas;Pequeña;62,800.00;;20.00;0.00;0.00;0.00;0;00251;;SI;NO;"<h3><span style=""font-size: 15px; font-weight: 400;"">PROMOCIONES NO ACUMULABLES CON OTROS DESCUENTOS</span></h3>
<h3><strong>DESCRIPCION</strong>:</h3>
<p>Alimento balanceado seco</p>
<p>Para perros adultos de razas peque&ntilde;as.</p>
<p><strong>Caracteristicas:</strong>&nbsp;La nutrici&oacute;n que tu perro necesita.&nbsp;Contribuye con la protecci&oacute;n del sistema digestivo, el cuidado oral y el mantenimiento de la piel sana y el pelaje brillante.</p>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";;;;"Vital Can Complete";SI;;;;
complete-adulto-raza-pequena-x-3-kg;"Complete Adulto Raza Pequeña x 3 kg.";"Perros > Alimentos balanceados, Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Complete";Presentación;"3 kg";Etapa;Adulto;Razas;Pequeña;12,200.00;;3.00;0.00;0.00;0.00;0;00252;;NO;NO;"<h3><strong>DESCRIPCION</strong>:</h3>

<p>Alimento balanceado seco</p>

<p>Para perros adultos de razas peque&ntilde;as.</p>

<p><strong>Caracteristicas:</strong>&nbsp;La nutrici&oacute;n que tu perro necesita.&nbsp;Contribuye con la protecci&oacute;n del sistema digestivo, el cuidado oral y el mantenimiento de la piel sana y el pelaje brillante.</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;;;"Vital Can Complete";SI;;;;
complete-adulto-raza-mediana-y-grande-x-3-kg;"Complete Adulto Raza Mediana y Grande x 3 kg.";"Perros > Alimentos balanceados, Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Complete";Presentación;"3 kg";Etapa;Adulto;Razas;Mediana;12,200.00;;3.00;0.00;0.00;0.00;0;00250;;SI;NO;"<h3><strong>DESCRIPCION</strong>:</h3>

<p>Alimento balanceado seco</p>

<p>Para perros adultos de razas medianas y grandes.</p>

<p><strong>Caracteristicas:</strong>&nbsp;La nutrici&oacute;n que tu perro necesita.&nbsp;Contribuye con la protecci&oacute;n del sistema digestivo, el cuidado oral y el mantenimiento de la piel sana y el pelaje brillante.</p>

<p><strong>Ingredientes:&nbsp;</strong>Ma&iacute;z, harina de carne, harina de v&iacute;sceras de pollo, harina de soja micronizada, aceite de pollo, grasa bovina, harina de germen de ma&iacute;z, arroz, gluten&nbsp; e ma&iacute;z, pulpa de remolacha, hidrolizado de v&iacute;sceras de pollo, trigo, levadura de cerveza, lisina, zeolita, metionina, sal, fructooligosac&aacute;ridos (FOS), mana- no-oligosac&aacute;ridos (MOS), extracto de Yucca schidigera, cloruro de potasio, hexametafosfato de sodio, sorbato de potasio, BHA, BHT, lecitina, tocoferoles, extracto de romero. Vitaminas: A, D3, E, colina, C, &aacute;cido nicot&iacute;nico, &aacute;cido pantot&eacute;nico, B2, B1, B6, K3, &aacute;cido f&oacute;lico, biotina, B12. Minerales:&nbsp; inc, hierro, cobre, manganeso, yodo y selenio.</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
";;;;"Vital Can Complete";SI;;;;
complete-adulto-raza-mediana-y-grande-x-3-kg;;;Presentación;"3 kg";Etapa;Adulto;Razas;Grande;12,200.00;;3.00;0.00;0.00;0.00;0;00250;;;;;;;;;;;;;
balanced-perro-control-de-peso-x-12-kg;"Balanced Perro Control de Peso x 12kg.";;;;;;;;63,300.00;;12.00;0.00;0.00;0.00;0;00236;;NO;NO;"<h3>Alimento balanceado seco para perros adultos con problemas de sobrepeso.</h3>

<p><strong>Caracteristicas</strong>:&nbsp;Programa Control de Peso. Indicado para perros adultos con sobrepeso o con tendencia al sobrepeso.</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>

<p>&nbsp;</p>
";;;;"Vital Can Balanced";SI;;;;
balanced-gato-control-ph-x-7-5-kg;"Balanced Gato Control PH x 7.5 kg";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced > Medicados";Etapa;Adulto;Presentación;"7.5 kg";;;77,500.00;;7.50;0.00;0.00;0.00;0;00234;;NO;NO;"<p>Vitalcan Balanced Gato control PH est&aacute; Indicado para gatos adultos que hayan presentado cristaluria o urolitiasis y donde es necesario el control del PH urinario de por vida. Dado que el gato es una especie m&aacute;s susceptible que otras a la aparici&oacute;n de enfermedades del tracto urinario inferior, la estabilizaci&oacute;n de los niveles de PH es fundamental para prevenir la formaci&oacute;n de c&aacute;lculos y tapones uretrales, que pueden dificultar la micci&oacute;n.</p>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";;;;"Vital Can Balanced";SI;;;;
balanced-gato-control-de-peso-castrado-x-7-5-kg;"Balanced Gato Control de Peso/Castrado x 7.5 kg";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced > Medicados";Etapa;Adulto;Presentación;"7.5 kg";;;78,400.00;;7.50;0.00;0.00;0.00;0;00232;;NO;NO;"<h3>Vitalcan Balanced&nbsp;es ideal para gatos adultos castrados, obesos o con tendencia a la obesidad porque su&nbsp;Programa Control de Peso&nbsp;les proporciona:</h3>
<ul>
<li>Metabolismo de las grasas:&nbsp;posee L-carnitina que coopera en la utilizaci&oacute;n de las grasas como fuente de energ&iacute;a, evitando su dep&oacute;sito en los tejidos.</li>
<li>M&uacute;sculos fuertes:&nbsp;formulado con prote&iacute;nas de alta calidad en niveles elevados, contribuyendo a preservar la masa muscular durante el descenso<br />de peso.</li>
<li>Salud card&iacute;aca:&nbsp;posee taurina y L-carnitina que favorecen al m&uacute;sculo card&iacute;aco, colaborando en la prevenci&oacute;n de cardiomiopat&iacute;as.</li>
<li>Salud osteoarticular:&nbsp;una excelente relaci&oacute;n calcio/f&oacute;sforo, combinada con glucosamina, vitamina C, sales de manganeso y metilsulfonilmetano, que colaboran con la salud de huesos y articulaciones.</li>
</ul>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";;;;"Vital Can Balanced";SI;;;;
balanced-gato-control-de-peso-castrado-x-2-kg;"Balanced Gato Control de Peso/Castrado x 2 kg.";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced > Medicados";Etapa;Adulto;Presentación;"2 kg";;;27,600.00;;2.00;0.00;0.00;0.00;0;00231;;NO;NO;"<div>
<div>Programa Control de Peso. Indicado para gatos adultos castrados, con sobrepeso o tendencia a la obesidad.</div>
<div>Vitalcan Balanced es ideal para gatos adultos castrados, obesos o con tendencia a la obesidad porque su Programa Control de Peso les proporciona:</div>
</div>
<div>
<ul>
<li>Metabolismo de las grasas:&nbsp;posee L-carnitina que coopera en la utilizaci&oacute;n de las grasas como fuente de energ&iacute;a, evitando su dep&oacute;sito en los tejidos.</li>
<li>M&uacute;sculos fuertes:&nbsp;formulado con prote&iacute;nas de alta calidad en niveles elevados, contribuyendo a preservar la masa muscular durante el descenso<br />de peso.</li>
<li>Salud card&iacute;aca:&nbsp;posee taurina y L-carnitina que favorecen al m&uacute;sculo card&iacute;aco, colaborando en la prevenci&oacute;n de cardiomiopat&iacute;as.</li>
<li>Salud osteoarticular:&nbsp;una excelente relaci&oacute;n calcio/f&oacute;sforo, combinada con glucosamina, vitamina C, sales de manganeso y metilsulfonilmetano, que colaboran con la salud de huesos y articulaciones.</li>
</ul>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
</div>";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para gatos al mejor precio";"Vital Can Balanced";SI;;;;
balanced-gato-adulto-x-7-5-kg;"Balanced Gato Adulto x 7.5 kg.";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced";Etapa;Adulto;Presentación;"7.5 kg";;;69,500.00;;7.50;0.00;0.00;0.00;0;00230;;SI;NO;"<div>
<div>Programa Equilibrio Saludable. Indicado para gatos adultos de 1 a 7 a&ntilde;os.</div>
<div>
<div>
<div>&nbsp;</div>
</div>
</div>
</div>
<div>
<p>Vitalcan Balanced es ideal para gatos adultos porque su Programa Equilibrio Saludable les proporciona:</p>
<ul>
<li>Salud de v&iacute;as urinarias bajas:&nbsp;formulado con bajos niveles de minerales -especialmente magnesio- que ayudan a evitar la formaci&oacute;n de cristales y/o c&aacute;lculos urinarios. Regula el pH urinario.</li>
<li>Salud card&iacute;aca:&nbsp;posee taurina y L-carnitina que favorecen al m&uacute;sculo card&iacute;aco, colaborando en la prevenci&oacute;n de cardiomiopat&iacute;as.</li>
<li>Hairball Control:&nbsp;el agregado de celulosa ayuda a prevenir la formaci&oacute;n de bolas de pelo en el tracto gastrointestinal por efectos del lamido.</li>
</ul>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
</div>";;;;"Vital Can Balanced";SI;;;;
balanced-gato-adulto-x-2-kg;"Balanced Gato Adulto x 2 kg.";"Gatos > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced";Etapa;Adulto;Presentación;"2 kg";;;23,900.00;;2.00;0.00;0.00;0.00;0;00229;;SI;NO;"<div>
<div>
<div>
<div>
<div>
<div>
<div>Programa Equilibrio Saludable. Indicado para gatos adultos de 1 a 7 a&ntilde;os.</div>
</div>
</div>
</div>
</div>
</div>
</div>

<div>
<div>
<div>
<div>
<div>
<div>
<h3>Vitalcan Balanced es ideal para gatos adultos porque su Programa Equilibrio Saludable les proporciona:</h3>

<ul>
	<li>Salud de v&iacute;as urinarias bajas:&nbsp;formulado con bajos niveles de minerales -especialmente magnesio- que ayudan a evitar la formaci&oacute;n de cristales y/o c&aacute;lculos urinarios. Regula el pH urinario.</li>
	<li>Salud card&iacute;aca:&nbsp;posee taurina y L-carnitina que favorecen al m&uacute;sculo card&iacute;aco, colaborando en la prevenci&oacute;n de cardiomiopat&iacute;as.</li>
	<li>Hairball Control:&nbsp;el agregado de celulosa ayuda a prevenir la formaci&oacute;n de bolas de pelo en el tracto gastrointestinal por efectos del lamido.</li>
</ul>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
</div>
</div>
</div>
</div>
</div>
</div>
";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para gatos al mejor precio";"Vital Can Balanced";SI;;;;
balanced-cachorro-raza-pequena-x-7-5-kg;"Balanced Cachorro Raza Pequeña x 7.5 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced";Presentación;"7.5 kg";Etapa;Cachorro;Razas;Pequeña;50,400.00;;7.50;0.00;0.00;0.00;0;00224;;NO;NO;"<h3>Alimento balanceado seco para perros cachorros de razas peque&ntilde;as.</h3>
<p><strong>Caracteristicas:</strong>&nbsp;Programa &Oacute;ptimo Crecimiento. Indicado para perros cachorros de razas peque&ntilde;as de hasta 12 meses de edad.</p>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";;;;"Vital Can Balanced";SI;;;;
balanced-cachorro-raza-pequena-x-1-kg;"Balanced Cachorro Raza Pequeña x 1 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced";Presentación;"1 kg";Etapa;Cachorro;Razas;Pequeña;7,500.00;;1.00;0.00;0.00;0.00;0;00222;;NO;NO;"<h3>Alimento balanceado seco para perros cachorros de razas peque&ntilde;as.</h3>

<p><strong>Caracteristicas:</strong>&nbsp;Programa &Oacute;ptimo Crecimiento. Indicado para perros cachorros de razas peque&ntilde;as de hasta 12 meses de edad.</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";"Vital Can Balanced";SI;;;;
balanced-cachorro-raza-mediana-x-20-kg;"Balanced Cachorro Raza Mediana x 20 kg";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced";Presentación;"20 kg";Etapa;Cachorro;Razas;Mediana;102,700.00;;20.00;0.00;0.00;0.00;0;00220;;NO;NO;"<h3>Alimento balanceado seco para perros cachorros de razas medianas.</h3>

<p><strong>Caracteristicas:</strong>&nbsp;Programa &Oacute;ptimo Crecimiento. Indicado para perros cachorros de razas medianas de hasta 12 meses de edad.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>

<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>

<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>
";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";"Vital Can Balanced";SI;;;;
balanced-cachorro-raza-grande-x-20-kg;"Balanced Cachorro Raza Grande x 20 kg.";"Perros > Alimentos balanceados > ALIMENTOS SECOS > Vital Can > Balanced";Presentación;"20 kg";Etapa;Cachorro;Razas;Grande;102,700.00;;20.00;0.00;0.00;0.00;0;00219;;NO;NO;"<h3>Alimento balanceado seco para perros cachorros de razas grandes.</h3>
<p><strong>Caracteristicas:</strong>&nbsp;Programa &Oacute;ptimo Crecimiento. Indicado para perros cachorros de razas grandes de hasta 12 meses de edad.</p>
<p>&nbsp;</p>
<p><strong>Podes dejarnos en notas, cualquier informaci&oacute;n que quieras darnos como horario especial de entrega, colores preferidos o lo que consideres necesario para tu pedido</strong></p>
<p>Dale a tu mascota lo mejor en alimentos y vis&iacute;ta tu sucursal La Mascotera m&aacute;s cercana para encontrar todos los productos de la calidad que tu compa&ntilde;ero peludo se merece.</p>";;"La linea mas completa de alimentos para mascotas encontrala en La Masc";"Alimentos para perros al mejor precio";"Vital Can Balanced";SI;;;;
